Course ID,Subject code,Catalog Number,Offering Unit,Course Title,Course Description,Min Units,Max Units,Repeatable for Credit,Total Completions Allowed,Total Units Allowed,Grading Basis,Components,Course Attributes,Enrollment Requirements,Course Requisites
43236,FIN,397,Finance,Workshop,"This course examines the application of Excel and financial modeling techniques to contemporaneous Excel challenges from real-world Excel Esports and Financial Modeling competitions. The course materials will be directly derived from recent competitions, and class time will be spent discussing and analyzing ways to solve competition challenges. Rather than focusing on Excel basics or fundamentals of finance and financial modeling, the course is oriented around using logic and problem solving to find the best solutions to competition challenges. The course is designed to develop students' analytic, problem-solving, and Excel skills, with the aim of improving performance in competitions such as the Microsoft Excel Collegiate Challenge.",1.0,1.0,Yes,6,6.0,"GRD - Regular Grades A, B, C, D, E",Workshop,-,-,-
14979,FIN,401,Finance,Financial Analysis with Bloomberg Certification,"An in-depth overview of acquiring, manipulating, and analyzing financial information, specifically for finance majors.",1.0,1.0,No,1,1.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015041,-
14980,FIN,412,Finance,Corporate Financial Problems,"Advanced financial problems of the firm: capital structure, valuation, reorganization, recapitalization, growth, and failure.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017259,-
36532,FIN,413,Finance,Financial Modeling,"The primary objective of this course is to \""marry\"" corporate finance theory with practice. You should develop the ability to use finance concepts to solve practical finance problems. In particular, we will focus on the use of a spreadsheet (e.g., Microsoft Excel) to develop models that can be used in the financial decision-making process. Therefore, in addition to learning and applying finance concepts, you will also improve and refine your computer skills. You will use Excel to build capital budgeting and financial planning models, examine capital structure issues and risk/return tradeoffs, and perform financial statement (ratio) analysis.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,-
14981,FIN,414,Finance,International Finance,International financial markets and the financial management of the multinational firm.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,"FIN 412, FIN 421."
41046,FIN,415,Finance,Corporate Strategy in International Finance,Analyzes business cases in an international context.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,Investments (FIN 421) and Corporate Financial Problems (FIN 412) are mandatory prerequisites. Faculty assumes a basic knowledge of VBA programming and multi-level linked Excel models.
36969,FIN,417,Finance,Wall Street Professional Development,"The purpose of this course is to expose you to investment banking and financial market related careers that exist at the major Wall Street institutions. These job opportunities are available on both the East and west coast of the US, as well as globally. The focus of the classes is to familiarize you with the specific terminology used by actual practitioners, as well as give you an opportunity to network with successful U of A alumni employed in these sectors. Initially, the short-term goal of the course is to prepare you for an internship opportunity, while your long-term goal should be to obtain a permanent position. The knowledge of the various speakers (whom you shall encounter in this course) will be instrumental in making you competitive candidates, as you launch your finance careers. 

The aim of the classes would be to integrate financial theory with the real world activities of financial intermediaries. This would enhance your understanding of the day-to-day functioning of Wall Street. You would be required to keep abreast of the weekly events impacting equity and fixed income markets, as well as any corporate finance related news.

This course will help you develop the tools and skills needed to succeed in the investments industry. Topics covered include investment banking (including firm valuation), research and trading, sales, private equity, and hedge funds. In addition, the course focuses on improving your interviewing skills as well as resume enhancing strategies.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,"This course is open to Juniors & Sophomores. Acceptance to the course requires a face-to-face interview with the instructor/Finance Academic Adviser, as well as a respectable GPA."
43610,FIN,418,Finance,Private Equity and Venture Capital,"Students will gain a comprehensive understanding of Venture Capital and Private Equity, including fund structures, deal evaluation, valuation techniques, deal structuring, due diligence, and value creation strategies. The course prepares students for careers in venture capital and private equity.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,-
14982,FIN,421,Finance,Investments,"Operation and analysis of the stock, bond, and commodity markets; theory and practice in construction and management of investment alternatives.",3.0,3.0,No,1,3.0,OPT - Student Option,Lecture,-,017258,-
14983,FIN,422,Finance,Risk Management and Derivatives,"Examines how corporate financial managers and investors manage risk using derivative securities, such as options, swaps, futures, and forward contracts. Emphasis is on managing financial risk.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,"FIN 412, FIN 421."
14984,FIN,423A,Finance,Applied Investment Management,To apply classroom learning to an active management of a student managed portfolio.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017497,Enrollment questions should be emailed to financeinfo@email.arizona.edu.
14985,FIN,423B,Finance,Applied Investment Management,To apply classroom learning to an active management of a student managed portfolio.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017498,FIN 412 and a grade of B of better in FIN 421 and FIN 423A.
43586,FIN,429,Finance,Money and Capital Markets,"FIN 429/529 is intended to help students to understand the economy, the stock market, the bond market, currencies, monetary policy, and fiscal policy, the goal is for students to become more conversant about the markets, economy, and policy.  In addition, this course is intended to help you to learn how to process the financial news, stay up to date, and become a more-informed citizen.

This class will focus heavily, but not exclusively, on current events.  Students will be provided with detailed notes about current events, lectures will be a review of those notes in order to provide more detail and to allow students to hear about the concepts.  Students will also be provided with material that covers background knowledge that will be required in order to understand the current events.

While students will need to watch lectures and complete some homework assignments, the real learning will result from constantly reviewing the material so that it becomes second-nature to you.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,-
43831,FIN,430,Finance,Topical Issues in Finance,"This course is designed to introduce you to current issues in finance. The first part of the course is dedicated to what can be broadly defined as financial technology or more commonly, fintech. The second part of the course is dedicated to ESG (Environmental, social and governance) issues. Next, we discuss reforms that have been implemented after the financial crisis of 2007-08, and whether the new bank resolution powers of regulators were effective at reducing markets' expectations that the largest financial institutions are too big to fail. At the end of the course we will cover topics based on students' preferences. At the graduate level, special attention will be given to understanding and critically assessing the available empirical evidence and methods used in the academic literature related to these topics.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015041,"""C"" grade or better in FIN412 and FIN421"
14986,FIN,431,Finance,Financial Intermediaries,"The Financial Intermediaries course studies financial markets and institutions, the effects of economic conditions and government policy on financial institutions, the flow of funds, and interest rates. In addition, students will examine financial institution management and how financial institutions hedge risks.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,016509,FIN 412 and FIN 421.
14993,FIN,460,Finance,Real Estate Finance and Investment,Investment analysis of real estate. Sources and costs of financing. Secondary markets and government programs.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015041,-
14998,FIN,480,Finance,Finance for New Ventures,Role of entrepreneurship and innovation in financial integration. Proforma statements. Development of venture capital.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015002,"ECON 300, FIN 311, and MKTG 361."
15003,FIN,493,Finance,Internship,"Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment. Internships are for 1 credit only. If 2-3 credits are needed, special exception is required.",1.0,3.0,No,1,3.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015041,FIN 412 and FIN 421.
14989,FIN,496,Finance,Special Topics in Finance,To address current issues in finance.,3.0,3.0,Yes,99,99.0,"GRD - Regular Grades A, B, C, D, E",Seminar,-,015041,"FIN 412, FIN 421 with a grade of B or better."
21924,MGMT,202,Management & Organizations,Ethical Issues in Business,"This course will focus on exploring morality, ethics, and decision-making by looking at contemporary practices in business.  Students will discover theoretical and practical ways to approach moral and ethical dilemmas in organizational life and improve their skills in moral reasoning and ethical decision-making.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
33948,MGMT,291,Management & Organizations,Preceptorship,"Specialized work on an individual basis, consisting of instruction and practice in actual service in a department, program, or discipline. Teaching formats may include seminars, in-depth studies, laboratory work and patient study.",1.0,6.0,No,1,6.0,"SPF - Alternative Grading S, P, F",Independent Study,-,-,-
21926,MGMT,299,Management & Organizations,Independent Study,Qualified students working on an individual basis with professors who have agreed to supervise such work.,1.0,5.0,Yes,99,999.0,"SPF - Alternative Grading S, P, F",Independent Study,-,-,-
21927,MGMT,299H,Management & Organizations,Honors Independent Study,Qualified students working on an individual basis with professors who have agreed to supervise such work.,1.0,3.0,Yes,99,999.0,"GRD - Regular Grades A, B, C, D, E",Independent Study,HNRS - HCRS (Honors Course),015056,-
36778,MGMT,308,Religious Studies and Classics,Augustus: Entrepreneur of Empire,"A parallel study of ancient and modern entrepreneurial initiatives, this team taught Classics course/ management seminar will compare the first global economy and its first C.E.O., Augustus, Emperor of Rome, with modern counterparts.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
21928,MGMT,310A,Management & Organizations,Organization Behavior and Management,Integration of management and organization behavior concepts as applied to the administration of private and public organizations in various cultures.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015005,-
21929,MGMT,310D,Management & Organizations,Leadership and Management Skills Development,"Learn skills to deal with conflict, working with others, motivating and leading, and make effective decisions in leadership and managerial positions.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,MGMT 310A.
21939,MGMT,330,Management & Organizations,Introduction to Human Resources Management,"This course is designed to provide you with an understanding of human resource (HR) management.  In addition to providing you with knowledge of HR management issues addressed by most managers, we will examine these issues from a broader organizational perspective.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
38333,MGMT,336,"Honors, Col",Leadership in Organizations,"The objective of this class is to enhance students' understanding of what makes leaders effective in organizational settings.  Most definitions of leadership suggest that effective leaders are those that: influence a group of individuals to achieve a common goal; improve the performance and attitudes of employees; motivate people to perform above and beyond the call of duty; and enhance organizational effectiveness.  In this class, we will define leadership and leader effectiveness; explore the characteristics that influence leaders to emerge and be more effective; and identify the leader behaviors that research has found to be the most effective.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,"CE - CL (Cross Listed), HNRS - HCRS (Honors Course)",015056,-
21932,MGMT,351,Management & Organizations,Sports Administration and Planning,"This course covers issues related to the administrative tasks of planning, managing, budgeting and operating various types of sports programs.  Topics covered include the administration and planning of college and professional sports programs and the use of budgeting as a management tool.  The course will also include a discussion of the financial, ethical, and safety issues relevant to operating sports facilities.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
36446,MGMT,352,Management & Organizations,Sport Tourism & Event Management,"Sport tourism is the fastest growing sector in the global travel and tourism industry. This course offers rich experiential learning, event management studies of regional events / tournaments and analysis of major events.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
35662,MGMT,353,Management & Organizations,Sports Negotiation and Compliance,"The purpose of this course is to understand the theory and processes of negotiation, with particular emphasis on compliance at the college and professional levels. A basic premise of the course is that while a negotiator needs to possess adequate negotiation skills, a negotiator also needs to have a profound understanding of the context that the negotiation occurs in order to find an optimal solution to the negotiation. This is especially true in the sports negotiations because of the high visibility and complexity of the negotiations that occur in both amateur and professional sports.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
36452,MGMT,354,Management & Organizations,The Business of College Sports,"This course is designed to provide you with an understanding of the business side of college sports.  You all have seen college sports on TV and/or in person, but in this course you will be taught the \""behind the scenes\"" side of intercollegiate athletics--how revenue is generated, what the NCAA requirements are for each program, the differences between each division of the NCAA and how athletics departments are run/organized.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
22507,MGMT,355,Management & Organizations,Sports Marketing Management,Marketing concepts and strategies unique to organizations in the sports industry; focus will be on the management of various marketing activities and creation of marketing plans for sports teams.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),017244,-
21934,MGMT,356,Management & Organizations,Sports Communication,"This course integrates oral and written business communication as they relate to the business of sport.  The course will provide knowledge and skill development related to foundational oral and written business communication.  Additionally, it seeks to provide the student with an understanding of specialized communication techniques used in management and promotion of sport enterprises.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
38744,MGMT,357,Management & Organizations,The Lifecycle of Elite Athletes / Life During and After Sports,"This course is designed to teach students about management principles in sports organizations, help students learn about the life cycle of elite athletes, and to help students navigate the life cycle in a successful manner.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
35015,MGMT,359,Management & Organizations,Special Topics in Sports Management,Topics in Sports Management will examine various activities taking place in the field of sports management.,3.0,3.0,Yes,2,6.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,017244,-
38936,MGMT,380,Management & Organizations,Social Innovation Organizations,"This course will provide students with both academic and real-world knowledge and experience in creating social impact.   We will examine a variety of organizational structures including nonprofit, for profit, and hybrid organizations such as B corps, looking for best practices in social innovation.  We will study how leaders create positive change by cycling through the social impact cycle, and we will learn about local organizations of various kinds and sizes and evaluate their efforts to innovate in addressing complex issues.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
38937,MGMT,381,Management & Organizations,Management of Effective Non-Profit Organizations,"After completion of the course, you will have a comprehensive understanding of managing effective non-profit organizations including: understanding nonprofit organizations, governing and leading, accountability, capacity, strategic planning, managing staff and volunteers, and fundraising. You will learn through visiting and meeting influential non-profit leaders in the community, reading, and hands on projects.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),017309,Will need to take ACCT 200 or ACCT 250 or ECON 200 or MIS 111 as a pre-requisite.
38931,MGMT,382,McGuire Ctr: Entrepreneurship,Nonprofit Consulting,"This course will provide students with real-world knowledge and experience in management consulting for nonprofit organizations.  Specifically, students work in teams and use their business expertise to consult on projects with nonprofit organizations in the community. This action-based course provides students with the opportunity to work with organizations making a positive impact on the Tucson community. Students will learn through hands-on experiences with actual clients to develop resume building experiences and skills valued in the work place. Focused application of consulting, business-related research, and client management will be the emphasis of this course.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Seminar,CE - CL (Cross Listed),017309,-
33949,MGMT,391,Management & Organizations,Preceptorship,"Specialized work on an individual basis, consisting of instruction and practice in actual service in a department, program, or discipline. Teaching formats may include seminars, in-depth studies, laboratory work and patient study.",1.0,6.0,No,1,6.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015005,-
21935,MGMT,394,Management & Organizations,Practicum,"The practical application, on an individual basis, of previously studied theory and the collection of data for future theoretical interpretation.",3.0,3.0,Yes,99,999.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015006,-
36812,MGMT,396H,Management & Organizations,Management Honors Special Topics Seminar,"An Honors special topics seminar course for Honors Active Juniors and Seniors. Course includes small group discussion, research, and presentations on a  variety of management and organizations related special topics of interest.  Current research, relevant issues, historical perspectives and guest speakers may be included. Honors sophomores may enroll with consent of the department.",1.0,1.0,Yes,2,2.0,"SPF - Alternative Grading S, P, F",Seminar,"GRD - REG OR ALT (Regular or Alternative Grades), HNRS - HCRS (Honors Course)",015941,-
21936,MGMT,399,Management & Organizations,Independent Study,Qualified students working on an individual basis with professors who have agreed to supervise such work.,1.0,5.0,Yes,99,999.0,"SPF - Alternative Grading S, P, F",Independent Study,-,015006,-
21937,MGMT,399H,Management & Organizations,Honors Independent Study,Qualified students working on an individual basis with professors who have agreed to supervise such work.,1.0,3.0,Yes,99,999.0,"GRD - Regular Grades A, B, C, D, E",Independent Study,HNRS - HCRS (Honors Course),015135,-
21938,MGMT,402,Management & Organizations,Integrating Business Fundamentals with Ethics and Law in Management,"An interdisciplinary analysis of how fundamentals of economics, finance, accounting, marketing, management and information technology each raise ethical and legal considerations in the business environment.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,019500,-
21941,MGMT,408,Management & Organizations,Compensation,Designed to provide an in-depth understanding of compensation policies.  It will examine theoretical and practical aspects to compensation policies in organizations.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,MGMT 403.
21943,MGMT,420,Management & Organizations,Business Law,Law of Contracts; Principal-Agency (Employer-Employee) relationships; Unincorporated Business Associations-Partnerships; Limited Partnerships; Limited Liability Companies; Corporations; Property Rights and other subjects such as negotiable instruments; Wills and Probate of Estate.,3.0,3.0,No,1,3.0,OPT - Student Option,Lecture,SPEX - SPEXGC (Special Exam Grade & Credit),015006,-
21944,MGMT,430,Management & Organizations,Human Resources Policies,"An integrative, case-oriented course focusing on problems and policies in the procurement, development, compensation, and motivation of personnel.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21945,MGMT,431,Management & Organizations,Human Resources Management in Services,Human resources issues when their employees and customers interact in a services environment.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,MGMT 310A  and BNAD 314R or equivalent; MGMT 431.
21946,MGMT,432A,Management & Organizations,Applied Topics in Bargaining & Negotiations,To understand the theory and processes of negotiation to negotiate successfully in a variety of settings comfortable and adept in future negotiations.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21947,MGMT,432B,Management & Organizations,Bargaining and Negotiation in Organizations,"Examination of the state of the art of bargaining and negotiation, and the development of bargaining skills in a wide variety of business and interpersonal settings.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,"MGMT 310A and BNAD 314R or equivalent, MGMT 432A."
21948,MGMT,433,Management & Organizations,Strategic Human Resource Management,"This course is designed to help students acquire the skills and knowledge to become more effective managers of people in organizations. Students will learn effective people management practices, explore how these practices fit with an organization's strategy and structure, and equip students with some basic skills for applying these practices. Increasingly, the task of managing and developing people is shared between human resources and general managers. Therefore, whether a student's functional concentration is marketing, finance, information technology, operations management, or human resources, understanding how to manage people, and how an organization's context affects the effectiveness of people management practices, is critical for a manager's and their organization's performance.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
34409,MGMT,434,Management & Organizations,Health Care Organization and Management,"Primary focus on organization and management of health care organizations and systems, including implications for health care policy.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,-,-
21949,MGMT,435,Management & Organizations,International Management,Broaden perspectives on globalizing business and international integration.  Enhance analytical and communication skills in approaching and resolving international issues.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,BNAD 449.
21950,MGMT,437,Management & Organizations,Organizational Staffing,The primary purpose of this course is to provide an overview of the processes by which organizations staff positions from a pool of applicants.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,"MGMT 310A, MGMT 403."
35066,MGMT,438,Management & Organizations,Health Care Organization and Management,"This course focuses on the management and organization of health care delivery, particularly in the United States. The course examines the salient features of the health care context, the unique challenges these features produce for managers in that industry, and solutions that organizations have used to address those challenges. Micro to macro challenges and solutions are explored, with a particular emphasis on the ways that leadership, human resources, culture, operations, organization design, and strategy influence the quality, safety, and costs of care and the patient experience.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
21951,MGMT,440,Management & Organizations,Leadership in a Complex World,"The objective of this class is to enhance your understanding of what makes leaders effective in organizational settings.  Although there are many different ways of defining leadership effectiveness, the majority of these definitions suggest that effective leaders are those that: improve the performance and attitudes of employees; motivate people to perform \""above and beyond the call of duty;\"" and enhance organizational effectiveness.  Thus, during the first half of this class, we will: (a) explore the criteria of leadership effectiveness, (b) identify those leader behaviors that have been found to be the most important ones for enhancing leadership effectiveness, and (c) explore how you can improve your own leadership \""style.\""  However, since leadership is dynamic, much of the material in the second half of the class will be directed at understanding some of the challenges that leaders face in different types of organizational and cultural environments.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21952,MGMT,442,Management & Organizations,Designing and Managing Organizations,"The purpose of this course is to help students think about the design, structure, and management of organizations. This course will introduce students to organization theory - a field that draws on ideas from the disciplines of sociology, psychology, economics and political science.  The goal is to teach students to think about and understand organizations using concepts that organization theory provides.  The course is designed to encourage students to actively and critically use these concepts to diagnose, design, manage, change and generally make sense of the organizations in which they now -- or will in the future -- participate.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21953,MGMT,444,Management & Organizations,Managing Groups and Teams,"Application of behavioral science knowledge to group functioning in organizations with emphasis on perspectives from organizational behavior, social psychology and sociology.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21954,MGMT,445,Management & Organizations,Interactive Behavior In Small Groups,"Introduction and a critical survey of some of the essential ideas and concepts of n-person game theory and the experimental findings on strategic interaction in small groups.  Attempts to combine theoretical, experimental, and applied perspectives.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
36315,MGMT,448,Management & Organizations,Healthcare Entrepreneurship,"In this course you will focus your business and entrepreneurial skills on contemporary healthcare challenges and opportunities.  Through a series of readings, case studies, discussions, guest speakers, and assignments, you will explore a number of contemporary healthcare problems and identify entrepreneurial solutions to these problems.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
21955,MGMT,450,Management & Organizations,Training and Development,"Examines employee training and development as a systematic planned strategy for continuous expansion of employee competence, broadly defined , in order to meet organizational and individual goals.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
22536,MGMT,454,Marketing,Management of Sales Operations,The sales function and its relationship to the total marketing program; sales strategies and objectives; development and administration of sales organizations; control and evaluation of sales operations.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015662,MKTG 361.
21956,MGMT,455,Management & Organizations,Exploring Management Problems in the Lab,"The goal of the class is to expose students to various topics in management through laboratory simulations and demonstrations. The class will be organized in modules, each containing a laboratory simulation, analysis of results and output, class discussion and a written report.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21957,MGMT,458,Management & Organizations,Conflict and Cooperation in the Dyad,Designed to provide an introduction and a general survey of the major concepts and ideas of two-person game theory and the major findings of experimental research.  Focuses on the interaction of theoretical concepts and experimental research.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21958,MGMT,460,Management & Organizations,Human Resource Information Systems,"This course will examine the strategic role of Human Resource Information Systems (HRIS) in the effective management of organizations. The focus of the course will be the determination of the organizational need for HRIS, the factors that assist in the selection and evaluation of an appropriate HRIS as well as an introduction to software application packages that produce reports for management decision-making. Student classroom experiences with specific software tools will be linked to critical needs in functional Human Resource Management (HRM) activities such as Performance Management, Compensation and Benefits, Equal Employment Opportunity and Affirmative Action, Labor Relations and Human Resource Planning as well as enterprise computing needs. The role of HRIS in current Information Management topics such as the Internet, Convergence, Privacy, Security, System Integration and Expert Systems will be explored.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015006,-
38089,MGMT,463,Africana Studies,Doing Business In /With Africa: A Cultural Perspective,"Going into the 21st century, Africa, (along with Asia and Latin America), is often referred to as one of the emerging markets of the world. This recognition has cast Africa as occupying the last frontier market of modern international business and global capitalism. AFAS 463 Doing Business In/ With Africa is designed to provide cultural grounding and competency in Africa for students  and professionals interested  in conducting business and/or working with government agencies and non-profit organizations in Africa. Its focus, therefore, is the cultural aspect of the international business environment of Africa.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,-
22359,MGMT,465,Management Information Systems,Managing for Quality Improvement,"Operational aspect of quality improvement. Topics include statistical process control, quality management programs..",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015001,-
36440,MGMT,468,McGuire Ctr: Entrepreneurship,Persuasion in Entrepreneurial Contexts,"Persuasion is central to organizations and business.  Whether you are a supervisor trying to motivate an employee, a salesperson trying to land a client, a CEO inspiring organizational members toward a new vision, a marketing professional trying to create a product niche, or an entrepreneur attempting to garner financial support for a new venture, persuasion lies at the heart of organizational processes. This course is designed to develop student understanding of the role of persuasion in organizations and business settings.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),-,ACCT 200 or ACCT 250 or ECON 200 or MIS 111
21960,MGMT,471,Management & Organizations,Strategic Management,"A strategic management course that presents core concepts and theories of strategic management, and provides practical experience in applying methods of strategic management to actual business situations.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,WE - WEC (Writing Emphasis Course),015006,"Satisfaction of the upper-division writing proficiency requirement, MGMT 310A and BNAD 314R or equivalent, FIN 311, MKTG 361."
22361,MGMT,473A,Management Information Systems,Production and Operations Management,"Productive systems, including service type industries; activities entailed in selecting, designing, operating, controlling, and updating systems. Forecasting, aggregate planning, MRP, inventory models under uncertainty, scheduling.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015037,-
22362,MGMT,473B,Management Information Systems,Production and Operations Management,"Productive systems, including service type industries; activities entailed in selecting, designing, operating, controlling and updating systems. Topics include strategy and competition, supply chain management, project management, facilities layout and location, quality and assurance, and reliability and maintainability",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015037,-
21963,MGMT,475,Management & Organizations,Topics in Management,Critical examination of various research activities taking place in the field of management and organizational behavior.,3.0,3.0,Yes,2,6.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,MGMT 310A and BNAD 314R or equivalent.
22366,MGMT,477,Management Information Systems,The Supply Chain and Logistics,"Organization, management and control of material flow processes; logistical strategies and relationships of procurement, handling, warehousing, transportation, and inventory control.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),016946,-
21965,MGMT,478,Management & Organizations,Building a High Performance Company,Understanding the career opportunities available in pursuit of technical degrees and the need for managerial leadership skills.,1.0,1.0,No,1,1.0,OPT - Student Option,Lecture,-,015006,-
21966,MGMT,480,Management & Organizations,"Gender, Leadership and Organizations","Survey of research on topics that have to do with gender and organizations. Topics include social determinants of career choice, perceptions and performance of men and women as managers, occupational sex segregation, work and family issues, implications of technological change for women's employment, affirmative action and comparable worth.",3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015006,-
21967,MGMT,483,Management & Organizations,Marketing Planning and Operational Decision-Making,New product development; marketing programming and strategy; bargaining technique; individual and group decision-making processes.,4.0,4.0,No,1,4.0,"GRD - Regular Grades A, B, C, D, E",Lecture,CE - CL (Cross Listed),015006,"ECON 330, FIN 311, MKTG 361."
21969,MGMT,485,Management & Organizations,Decision Analysis,Basic tools to become a better decision maker in personal life and professional work.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
21970,MGMT,486,Management & Organizations,Managerial Judgment and Decision,Application of behavioral decision frameworks to managerial and organizational decisions. Emphasis on recognizing common decision making errors and how to avoid them in order to improve decision making.,3.0,3.0,No,1,3.0,"GRD - Regular Grades A, B, C, D, E",Lecture,-,015006,-
